x y label
0.0420001859166 -0.129412400632 5
0.669758153983 -1.12511656879 0
3.02152445797 2.67748626357 4
-1.3237109682 0.383532326965 1
0.135670187827 0.364499033483 9
-0.131836336172 -1.09094784991 2
-0.260190194625 0.422462052164 1
0.067954509206 -0.147743723865 3
-0.449147839446 0.59716093155 1
2.12459458509 1.01986334495 4
0.125361109318 -0.214277949786 3
-0.530287676904 -0.0652808349636 5
0.254670341523 -0.260093231076 3
1.75627083382 0.111436416062 6
-1.24998752883 1.57667401686 1
0.427168088134 0.295530063158 7
-0.463361153369 -1.08979489879 2
-0.619981628547 -0.398827786019 8
0.0884767672413 -0.537938536466 6
0.195096476235 0.18013733876 9
-0.0376898139787 2.20281160763 4
0.795378927533 -1.3612873406 0
0.151672738108 0.153482155758 9
-1.36593132806 0.374298707239 1
0.0277805927625 -0.267043647186 1
-0.59488165641 -0.614378443002 2
0.00288037497849 0.247269976861 4
0.150303378929 -0.234628592284 3
0.338627379491 0.108297375542 2
0.200305406707 0.119062697025 7
0.278372476029 -0.247806200558 3
-1.80549963663 -1.01443514777 8
1.91651726027 0.435329523243 6
0.215984012466 0.166772451875 9
0.410001102933 -0.805742489891 0
-0.253650009436 -0.0105574329133 5
0.0894124696278 -0.524945492266 6
0.473716222988 -0.916723312522 0
-0.0787450304121 0.344944398048 7
1.10590248376 -0.0137061008616 6
-0.377891434312 0.34357768248 1
-0.554405828255 -0.43388926126 8
-0.028994654989 0.16800567274 7
0.0179627764534 0.0908949383393 9
0.132231370494 -0.140531055678 3
0.159048802187 0.295954900475 9
0.101535485182 -0.0491840568446 8
-0.128544982935 -0.073026432933 5
0.120186880963 -0.134558138738 9
0.0706342680839 -0.146546416211 3
0.190618573826 -0.266140526216 3
0.883232211897 -1.15960260405 0
0.346489502029 0.488795221853 7
0.0439667898091 0.0668389162397 4
1.19339303014 0.81599732824 9
0.196022252615 0.0634491452456 8
0.847591478836 -0.879032441016 0
0.175517853415 0.202159520632 9
-0.00639855544731 0.760150985534 4
-1.34616826052 0.445640085009 1
3.52500707725 7.96478618362 4
0.0881390115125 0.0667833275718 4
0.147160454749 -0.595604107556 6
0.871846474436 -1.32957362203 0
1.71615259573 1.40127408432 4
-0.687300331147 -0.17448418402 5
0.166818932654 -0.719005479484 6
-0.985710956974 0.566253591038 1
1.29934485026 -1.09923973198 0
0.490648226449 -0.76072043571 0
-0.00392094814119 -0.349920578101 1
0.453735092492 0.274936449931 7
-1.09417080881 1.15212174143 1
0.112650889159 -0.656076619957 6
0.138884838653 -0.176914602961 3
0.543337951757 -0.948846254377 0
-0.192007904892 -0.400547452611 2
-1.31711501049 0.591201878606 1
-0.572837579477 0.227501189956 1
0.232132004481 0.160061863314 7
0.433072943711 -0.585335604764 9
0.504548784927 -0.921985473484 0
-0.631006171927 -1.44090223861 2
0.103578175013 -0.832625895764 6
0.268850887604 0.424014369524 7
-0.510862047594 -0.442863316524 8
0.323024066605 -0.280388639811 3
0.355892557107 0.287935509065 9
0.818983835149 -0.879609063538 0
1.77786284821 0.888294473174 4
1.79544472874 0.121556440582 6
0.424473247159 0.304086480879 7
0.00619505681922 0.750393353482 4
0.129870737306 -0.744173074915 6
0.167827054415 0.0505824140001 8
0.503763865502 -0.85604854852 0
0.220711825082 0.30011125576 7
-0.819722980038 -0.577210030659 8
0.137611806651 -0.170105782597 3
-0.846492763618 0.378611628853 1
-0.0144851948509 -0.0143483094964 5
0.433835079316 0.453919921338 7
-1.40306078129 1.61736592075 1
0.290055517984 0.280590658565 7
-0.559535574256 0.958768218286 1
-0.491607173392 0.198802676297 1
1.55966746046 0.130473977205 6
0.143403388643 -0.269784979307 3
1.53354278105 -1.20346499566 0
-0.0249796386145 -0.683990762652 2
0.109591811317 1.0279564996 9
0.276159602168 -0.0918061860239 3
-0.390802342228 0.37600829496 1
-0.464789760951 0.135977574484 1
1.95819574498 -2.45513500566 0
1.2410042427 0.725941064585 4
0.140913491454 0.478246948098 9
-0.188580403227 -0.597764007369 2
0.667814508446 -0.91246432954 0
0.852178397255 -1.50939743105 0
0.31936299722 0.323802864149 2
1.16985343805 -1.25928038157 0
-0.375520771862 -0.637675289532 2
0.392574991716 0.25161100493 7
-1.2843615171 1.14067420167 1
-0.222118185489 -0.231544701106 8
1.50164050816 0.237399808013 6
2.32871124316 1.0667160506 4
-0.209753929704 0.181411070302 1
0.18977791304 -0.655292329527 6
0.121317058074 -0.172691139348 3
0.745662903421 0.394214021145 4
-0.0437024875931 -0.041644260405 5
0.18882003348 0.289076802812 9
-0.797308184478 2.25579162373 1
0.0970904623648 -0.213217148355 3
0.181582414349 -0.185362268608 3
0.143368940301 0.0560040009406 8
0.320488043343 -0.482616561997 5
0.0823433105628 0.156802117926 4
0.00214082092377 0.0630942727651 7
0.208257071514 0.129155049529 7
0.0723303309941 0.248247085168 4
-0.0587064005275 -0.591194397703 2
0.147417595463 -0.104318604403 8
-0.423939200051 -0.116131740002 5
-1.31479070059 -0.954140352295 8
0.0810081220927 -0.585661542226 6
0.141110036134 0.199827164929 7
0.191118396776 -0.201012596406 3
0.0216803305418 0.198281583392 4
0.109822655522 -0.726102639883 6
-0.616800355714 0.503883773911 1
0.191952937013 0.186818148926 9
0.28751513946 0.5349813914 9
0.162957682933 -0.75099775269 6
1.56795702482 -1.99479609137 0
0.0990747593591 -0.217520900624 3
0.387748404879 1.60176140514 7
-0.408684511305 -1.02388988888 2
0.0797645185871 -0.0605373612999 8
-0.532668865162 -0.513826538063 2
0.151683630326 0.486791539499 9
0.0930521648143 0.0855627064746 4
-0.00472674782016 1.71773828253 4
0.128594044293 -0.677781666742 6
0.072099705298 0.200673779117 4
0.811341753146 0.519026552983 9
0.0239345406633 0.0329352161879 7
0.461789269761 -0.772547743748 0
0.15533602384 0.527447826329 9
-0.358009892452 -0.801503057978 2
0.415253911725 0.520770182602 9
-0.498112771734 -0.0421103877887 5
-0.434788613134 0.356538835668 1
-0.29078915276 -0.0532908891752 5
-0.0720587945239 0.363709454726 9
-0.461814245292 0.19570543076 1
-1.12904448259 -3.18053544201 2
0.0597622411523 -0.122063231497 3
-0.11312817611 -0.359017428401 2
-0.0128409913888 -0.106119689993 3
0.374326807419 -0.498509338701 5
0.169088443744 0.259357164785 9
-0.427734544915 0.616021110853 1
0.399093953634 0.305713580052 7
3.3172391424 0.958215055994 6
-0.215099383413 -0.583286357649 2
0.207658150093 -0.0241489529634 8
-0.083947845922 -0.605479011545 2
-0.169500447921 -0.56039867011 2
-0.432322937415 -0.118014552646 5
0.596246206561 -0.887878702607 0
0.421144572648 0.306644858624 7
0.0396737484151 0.731673369593 4
0.18326551117 0.185811285128 9
0.330608332989 0.818719081013 7
-1.03059463267 -0.628968501809 8
0.206266563287 -0.205704259289 3
-0.0658389320274 -1.00640582723 2
-0.307598598013 0.480459273723 1
-1.27903684983 0.293225467819 1
-0.185479191562 -0.161845631644 8
0.059024222382 -0.143501009451 3
0.0771135924637 -0.47926593091 6
-1.15519295133 0.314632011394 1
1.1611332588 -1.20038502752 0
-0.43252464176 -0.318668262064 3
-0.316901472633 0.222076261656 1
1.14242619123 -1.15038390334 0
0.6186475314 -0.767058768496 0
-0.28078542688 0.183512375733 1
-0.072346376926 0.245328948482 7
-0.988390007871 -1.36653896182 2
0.30282678398 0.627188615827 7
0.150481099858 -0.276115940476 3
0.518767719542 -0.646190564985 0
0.0442207453813 0.408719813733 4
2.39542773282 0.523227492326 6
0.00988340448234 -0.0997873591043 5
-1.16941342763 -1.05168993261 2
2.02091997887 0.0971898946763 6
3.36985234949 4.19435288849 4
0.417459495615 0.34101744041 7
0.0116538257161 -0.0452651054691 1
-0.410033831048 -0.352710758351 8
-0.0824907943423 0.426989897395 9
0.172546154729 0.288005993536 9
-0.442630164629 1.25773937548 3
0.967257725287 -0.914938453613 0
0.284166299187 0.223035797129 7
-0.739703194052 0.58494895048 1
0.409231480143 -0.665960523895 0
-1.57825126658 -1.89851868981 2
0.576883327029 -0.828278052147 0
0.133645664215 -0.263949729535 3
-0.00157562015102 -0.0614654676485 5
0.0606668665361 0.373997613703 4
1.95200332842 0.220887585986 6
-0.213684154869 -0.0411010783603 5
-0.0823469675779 0.121916692889 8
3.25155542452 0.118689168999 6
0.214046789146 -0.341752562843 3
0.280233685945 0.321637585961 7
0.273318828564 -0.237795346072 5
-0.790491595811 -0.561499158195 8
1.17119215293 -1.06469424819 0
0.173203730444 0.269005222152 9
-0.267861902796 0.477934803514 1
1.28544739822 -1.12990453777 0
0.238133865447 -0.288606932546 3
-0.302311889189 0.199534990759 1
-0.152572273951 -0.529439943432 2
-1.66442068723 -3.16049733118 2
0.265148251114 -0.341630138713 3
0.111277762085 -0.240200415106 3
0.124037162979 -0.388945411557 6
1.3736602845 0.87015770658 4
0.238136419766 0.268892443446 7
-0.212935064351 -0.0301057097633 5
4.07290169491 -4.40480414473 0
0.102664189532 -0.772034854507 6
0.224803788562 -0.756839107574 2
0.376186626219 0.347470512186 7
-0.181875610835 1.43380728836 9
-1.33455133162 -0.935716101518 8
0.150092212751 -0.13148213629 5
-0.00977141526066 0.193376888535 9
0.0137705274036 0.0596006048747 2
-1.36782540585 0.858255565543 1
-1.80816888992 1.50198928823 1
0.0511544374081 0.245221815746 4
2.67426306847 1.63926168329 4
-0.22790696361 -0.0454680426908 5
0.178686371505 -0.546423747504 6
1.37124010427 0.97269475219 4
-0.515663503299 0.391033910811 1
-1.14170286189 -1.93943002291 2
0.230459963848 -0.444690900364 5
0.0665801189909 -0.145624409654 3
0.16743049019 0.28212740212 9
0.184427950994 -0.323029754176 3
-0.222444591454 1.21472662747 9
0.917674242833 -1.04854028588 0
0.42852038958 -0.420025840987 5
-0.00263676652875 0.156794956566 9
1.67847909439 0.131251753907 6
-0.303830248294 -0.0210638259233 5
0.240122240552 0.409517018331 7
0.0598394443862 0.27866758591 4
-0.718746233798 0.460768098196 1
0.116177463686 -0.245069125849 3
-0.0214631226072 0.286855996061 4
0.762465899484 -1.05181639051 0
4.10913046142 9.25627501238 4
-0.547985246286 -0.407365538295 8
0.659123356449 -0.876154731801 0
2.37104164394 1.34870029432 4
0.22601910886 -0.224703100738 3
2.30117933431 0.244035686643 6
0.0511610059417 -0.00995106348598 8
0.358900796432 0.306783608024 7
0.185949218307 -0.68446450726 6
0.703238737679 -1.11942627235 0
-0.0925024273297 0.35227026787 9
0.238134545646 0.203341784095 7
0.552266337472 -0.507181227476 5
0.239953161896 0.235382136084 7
-1.48107634877 -2.2802220325 2
-1.70366037689 0.926327307193 1
-0.40023044254 0.384629289977 1
1.70929482266 0.0796869504039 6
0.175863852862 -0.0358629435918 8
0.0458252537448 0.142486713392 9
2.72614551366 2.04319957857 4
-0.741364717686 0.289533353572 1
0.371422899857 -0.329031232716 5
